SECUENCIACOD_AREADENOMINACION_AREACOD_ORGANO_DIRECTIVODENOMINACION_ORGANO_DIRECTIVOCOD_GRUPO_PERSONALDESC__GRUPO_PERSONALCOD_GRUPO_TITULACIONDESC_GRUPO_TITULACIONCOD_CATEGORIADESC_CATEGORIACOD_SEXODESC_SEXORANGO_EDADTOTAL_PERSONASMES_DATOSANIO_DATOSFX_CARGAFX_DATOS_INIFX_DATOS_FIN
110000002DISTRITO DE CENTRO                                                               FFuncionarioC1Bachillerato,B.U.P.,F.P. 2º gradoC005ADMINISTRATIVO                                              MMujer50 - 541520222022-06-14 14:02:49.04001/06/202201/06/2022
210000002DISTRITO DE CENTRO                                                               FFuncionarioC2Graduado Escolar,F.P. de 1º gradoD005AUXILIAR ADMINISTRATIVO                                     MMujer40 - 441520222022-06-14 14:02:49.04001/06/202201/06/2022
4310000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB030ARQUITECTO TECNICO                                          HHombre40 - 441520222022-06-14 14:02:49.04001/06/202201/06/2022
4410000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB035INGENIERO TECNICO                                           MMujer45 - 492520222022-06-14 14:02:49.04001/06/202201/06/2022
4510000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB035INGENIERO TECNICO                                           HHombre50 - 543520222022-06-14 14:02:49.04001/06/202201/06/2022
4610000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioC2Graduado Escolar,F.P. de 1º gradoD005AUXILIAR ADMINISTRATIVO                                     MMujer50 - 5410520222022-06-14 14:02:49.04001/06/202201/06/2022
4710000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioC2Graduado Escolar,F.P. de 1º gradoD005AUXILIAR ADMINISTRATIVO                                     MMujer60 - 644520222022-06-14 14:02:49.04001/06/202201/06/2022
4810000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioC2Graduado Escolar,F.P. de 1º gradoD005AUXILIAR ADMINISTRATIVO                                     HHombre60 - 641520222022-06-14 14:02:49.04001/06/202201/06/2022
4910000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioC2Graduado Escolar,F.P. de 1º gradoD065OFICIAL EDIFICIOS Y DEPENDENCIAS                            HHombre45 - 491520222022-06-14 14:02:49.04001/06/202201/06/2022
5010000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioC2Graduado Escolar,F.P. de 1º gradoD100OFICIAL MECANICO CONDUCTOR                                  HHombre45 - 491520222022-06-14 14:02:49.04001/06/202201/06/2022
5110000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoA1Doctor,Licenciado,Arquitecto,Ingeniero o EquivalenteA635TECNICO SUPERIOR                                            HHombre45 - 491520222022-06-14 14:02:49.04001/06/202201/06/2022
5210000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoA1Doctor,Licenciado,Arquitecto,Ingeniero o EquivalenteA645ARQUITECTO SUPERIOR                                         HHombre60 - 641520222022-06-14 14:02:49.04001/06/202201/06/2022
5310000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB015DIPLOMADO EN TRABAJOS SOCIALES                              MMujer25 - 291520222022-06-14 14:02:49.04001/06/202201/06/2022
5410000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB015DIPLOMADO EN TRABAJOS SOCIALES                              MMujer40 - 441520222022-06-14 14:02:49.04001/06/202201/06/2022
5510000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB015DIPLOMADO EN TRABAJOS SOCIALES                              MMujer45 - 491520222022-06-14 14:02:49.04001/06/202201/06/2022
5610000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB015DIPLOMADO EN TRABAJOS SOCIALES                              MMujer50 - 542520222022-06-14 14:02:49.04001/06/202201/06/2022
5710000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB030ARQUITECTO TECNICO                                          MMujer50 - 541520222022-06-14 14:02:49.04001/06/202201/06/2022
5810000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB035INGENIERO TECNICO                                           MMujer60 - 641520222022-06-14 14:02:49.04001/06/202201/06/2022
5910000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB065INSPECTOR TECNICO DE CALIDAD Y CONSUMO                      HHombre45 - 491520222022-06-14 14:02:49.04001/06/202201/06/2022
6010000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoC2Graduado Escolar,F.P. de 1º gradoD005AUXILIAR ADMINISTRATIVO                                     MMujer55 - 594520222022-06-14 14:02:49.04001/06/202201/06/2022
6110000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoC2Graduado Escolar,F.P. de 1º gradoD005AUXILIAR ADMINISTRATIVO                                     HHombre40 - 441520222022-06-14 14:02:49.04001/06/202201/06/2022
6210000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoC2Graduado Escolar,F.P. de 1º gradoD050AUXILIAR SERVICIOS SOCIALES                                 MMujer45 - 491520222022-06-14 14:02:49.04001/06/202201/06/2022
6310000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoECertificado de EscolaridadE050PERSONAL OFICIOS SERVICIOS INTERNOS                         HHombre50 - 541520222022-06-14 14:02:49.04001/06/202201/06/2022
6410000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             LLaboral FijoA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FWB14PROMOTOR DEPORTIVOHHombre60 - 641520222022-06-14 14:02:49.04001/06/202201/06/2022
6510000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             LLaboral FijoECertificado de EscolaridadE050PERSONAL OFICIOS SERVICIOS INTERNOS                         MMujer50 - 541520222022-06-14 14:02:49.04001/06/202201/06/2022
6610000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             RDirectivosXSin grupo de titulaciónAD01ORGANO DIRECTIVO                                            MMujer40 - 441520222022-06-14 14:02:49.04001/06/202201/06/2022
6710000002DISTRITO DE CENTRO                                                               EEventualXSin grupo de titulaciónA000PERSONAL EVENTUAL                                           MMujer50 - 541520222022-06-14 14:02:49.04001/06/202201/06/2022
6810000002DISTRITO DE CENTRO                                                               FFuncionarioC2Graduado Escolar,F.P. de 1º gradoD005AUXILIAR ADMINISTRATIVO                                     MMujer60 - 641520222022-06-14 14:02:49.04001/06/202201/06/2022
6910000002DISTRITO DE CENTRO                                                               FFuncionarioC2Graduado Escolar,F.P. de 1º gradoD005AUXILIAR ADMINISTRATIVO                                     HHombre60 - 641520222022-06-14 14:02:49.04001/06/202201/06/2022
7010000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioA1Doctor,Licenciado,Arquitecto,Ingeniero o EquivalenteA002GRUPO A1 OTRAS ADMINISTRACIONES                            MMujer60 - 641520222022-06-14 14:02:49.04001/06/202201/06/2022
7110000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioA1Doctor,Licenciado,Arquitecto,Ingeniero o EquivalenteA600TECNICO ADMINISTRACION GENERAL                              MMujer55 - 591520222022-06-14 14:02:49.04001/06/202201/06/2022
7210000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioA1Doctor,Licenciado,Arquitecto,Ingeniero o EquivalenteA635TECNICO SUPERIOR                                            MMujer60 - 641520222022-06-14 14:02:49.04001/06/202201/06/2022
7310000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioA1Doctor,Licenciado,Arquitecto,Ingeniero o EquivalenteA645ARQUITECTO SUPERIOR                                         HHombre40 - 441520222022-06-14 14:02:49.04001/06/202201/06/2022
7410000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB030ARQUITECTO TECNICO                                          MMujer40 - 441520222022-06-14 14:02:49.04001/06/202201/06/2022
7510000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB030ARQUITECTO TECNICO                                          MMujer45 - 491520222022-06-14 14:02:49.04001/06/202201/06/2022
7610000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB070TECNICO DE GESTION                                          MMujer40 - 441520222022-06-14 14:02:49.04001/06/202201/06/2022
7710000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB070TECNICO DE GESTION                                          HHombre50 - 541520222022-06-14 14:02:49.04001/06/202201/06/2022
7810000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioC1Bachillerato,B.U.P.,F.P. 2º gradoC005ADMINISTRATIVO                                              MMujer55 - 594520222022-06-14 14:02:49.04001/06/202201/06/2022
7910000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioC1Bachillerato,B.U.P.,F.P. 2º gradoC005ADMINISTRATIVO                                              HHombre60 - 641520222022-06-14 14:02:49.04001/06/202201/06/2022
8010000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioC2Graduado Escolar,F.P. de 1º gradoD050AUXILIAR SERVICIOS SOCIALES                                 MMujer55 - 591520222022-06-14 14:02:49.04001/06/202201/06/2022
8110000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioC2Graduado Escolar,F.P. de 1º gradoD050AUXILIAR SERVICIOS SOCIALES                                 MMujer65 - 691520222022-06-14 14:02:49.04001/06/202201/06/2022
8210000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioC2Graduado Escolar,F.P. de 1º gradoD065OFICIAL EDIFICIOS Y DEPENDENCIAS                            HHombre55 - 592520222022-06-14 14:02:49.04001/06/202201/06/2022
8310000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioC2Graduado Escolar,F.P. de 1º gradoD065OFICIAL EDIFICIOS Y DEPENDENCIAS                            HHombre60 - 641520222022-06-14 14:02:49.04001/06/202201/06/2022
8410000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioC2Graduado Escolar,F.P. de 1º gradoD100OFICIAL MECANICO CONDUCTOR                                  HHombre50 - 541520222022-06-14 14:02:49.04001/06/202201/06/2022
8510000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioECertificado de EscolaridadE020PERSONAL OFICIOS DIVERSOS OFICIOS                           HHombre45 - 491520222022-06-14 14:02:49.04001/06/202201/06/2022
8610000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioECertificado de EscolaridadE020PERSONAL OFICIOS DIVERSOS OFICIOS                           HHombre50 - 543520222022-06-14 14:02:49.04001/06/202201/06/2022
8710000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             FFuncionarioECertificado de EscolaridadE050PERSONAL OFICIOS SERVICIOS INTERNOS                         HHombre45 - 494520222022-06-14 14:02:49.04001/06/202201/06/2022
8810000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoA1Doctor,Licenciado,Arquitecto,Ingeniero o EquivalenteA635TECNICO SUPERIOR                                            MMujer50 - 541520222022-06-14 14:02:49.04001/06/202201/06/2022
8910000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB015DIPLOMADO EN TRABAJOS SOCIALES                              MMujer60 - 641520222022-06-14 14:02:49.04001/06/202201/06/2022
9010000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB035INGENIERO TECNICO                                           HHombre35 - 391520222022-06-14 14:02:49.04001/06/202201/06/2022
9110000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoA2Ing.Técnico,Diplomado Universitario,Arquitecto Técnico,FB065INSPECTOR TECNICO DE CALIDAD Y CONSUMO                      HHombre55 - 591520222022-06-14 14:02:49.04001/06/202201/06/2022
9210000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoC2Graduado Escolar,F.P. de 1º gradoD005AUXILIAR ADMINISTRATIVO                                     MMujer40 - 442520222022-06-14 14:02:49.04001/06/202201/06/2022
9310000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoC2Graduado Escolar,F.P. de 1º gradoD005AUXILIAR ADMINISTRATIVO                                     MMujer60 - 642520222022-06-14 14:02:49.04001/06/202201/06/2022
9410000002DISTRITO DE CENTRO                                                              10006943COORDINACION DEL DISTRITO DE CENTRO                                             IFuncionario InterinoC2Graduado Escolar,F.P. de 1º gradoD005AUXILIAR ADMINISTRATIVO                                     HHombre45 - 492520222022-06-14 14:02:49.04001/06/202201/06/2022
